City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kempsey,90,AU,1620236807,100,-31.0833,152.8333,60.8,9.22
Selma,1,US,1620236808,29,36.5708,-119.6121,84.99,9.22
Neuquén,0,AR,1620236808,50,-38.9516,-68.0591,55.4,4.61
Chengzhong,0,CN,1620236592,60,30.95,113.55,69.8,2.24
Paracuru,90,BR,1620236535,75,-3.41,-39.0306,81.0,8.99
Batticaloa,100,LK,1620236808,78,7.7102,81.6924,82.31,5.37
Kwang Binh,83,VN,1620236809,91,17.4833,106.6,79.43,6.26
Buba,94,GW,1620236809,33,11.5833,-15.0,89.87,15.32
Ambilobe,18,MG,1620236809,90,-13.2,49.05,76.3,1.43
Yaan,51,NG,1620236809,60,7.3833,8.5667,84.24,11.97
Udachny,58,RU,1620236810,90,66.4167,112.4,32.52,5.5
Srednekolymsk,100,RU,1620236810,82,67.45,153.6833,27.23,2.66
Maceió,75,BR,1620236810,74,-9.6658,-35.7353,82.4,5.75
Salalah,40,OM,1620236810,74,17.0151,54.0924,86.0,8.05
Pisco,40,PE,1620236694,83,-13.7,-76.2167,70.0,10.36
Gunjur,0,GM,1620236811,61,13.2019,-16.7339,80.6,16.11
Carnarvon,87,AU,1620236811,94,-24.8667,113.6333,64.4,3.44
Antofagasta,0,CL,1620236615,72,-23.65,-70.4,73.99,12.66
Kruisfontein,58,ZA,1620236811,85,-34.0033,24.7314,70.0,3.0
Bereda,100,ES,1620236811,74,43.2686,-7.5406,63.0,10.0
Vao,10,NC,1620236812,86,-22.6667,167.4833,74.43,2.93
Qiongshan,0,CN,1620236812,94,20.0058,110.3542,78.8,4.47
Bayangol,8,RU,1620236812,71,50.6977,103.4656,23.7,4.88
Kidal,84,ML,1620236812,7,18.4411,1.4078,100.58,5.08
Nuevo Casas Grandes,44,MX,1620236519,15,30.4167,-107.9167,81.0,5.01
Sunrise Manor,1,US,1620236723,10,36.2111,-115.0731,87.01,14.97
Hofn,75,IS,1620236813,56,64.2539,-15.2082,37.4,9.22
Craig,20,US,1620236813,53,40.5153,-107.5464,50.0,12.66
San Quintín,0,MX,1620236813,60,30.4833,-115.95,68.77,9.1
Chui,98,UY,1620236814,56,-33.6971,-53.4616,59.4,10.02
Saldanha,43,ZA,1620236814,82,-33.0117,17.9442,60.8,9.22
Tocopilla,8,CL,1620236814,61,-22.092,-70.1979,72.95,7.18
Red Wing,75,US,1620236573,28,44.5625,-92.5338,57.99,4.61
Mwingi,98,KE,1620236814,84,-0.9344,38.0601,67.42,4.41
Panguipulli,90,CL,1620236815,93,-39.6333,-72.3333,46.4,2.3
Katsuura,100,JP,1620236815,92,35.1333,140.3,62.01,1.01
Gumdag,51,TM,1620236815,56,39.2061,54.5906,69.76,14.79
Banff,17,CA,1620236792,39,51.1762,-115.5698,46.4,3.44
Kavaratti,40,IN,1620236816,68,10.5669,72.642,85.78,3.11
Januária,9,BR,1620236816,24,-15.4833,-44.3667,92.39,2.82
Mahébourg,75,MU,1620236816,100,-20.4081,57.7,75.2,3.44
Ceyhan,0,TR,1620236816,94,37.0247,35.8175,71.6,6.91
Omboué,100,GA,1620236817,83,-1.5746,9.2618,78.78,5.75
Arraial do Cabo,0,BR,1620236817,65,-22.9661,-42.0278,87.8,12.66
Colac,8,AU,1620236817,1,-38.3333,143.5833,50.0,6.4
Simplício Mendes,96,BR,1620236817,50,-7.8539,-41.9103,84.0,6.38
Eidsvåg,0,NO,1620236818,40,62.7767,8.0668,51.8,13.8
Hobyo,69,SO,1620236818,73,5.3505,48.5268,85.12,11.32
Kumul,0,CN,1620236818,9,42.8,93.45,67.59,6.96
Sangar,100,RU,1620236818,88,63.9242,127.4739,34.86,3.33
Quatre Cocos,75,MU,1620236819,100,-20.2078,57.7625,78.01,3.44
Saint-Augustin,77,CA,1620236819,45,51.226,-58.6502,51.94,7.72
Ayan,100,RU,1620236819,91,56.45,138.1667,30.33,23.82
Laranjeiras do Sul,28,BR,1620236819,26,-25.4078,-52.4161,82.53,6.04
Longyearbyen,40,SJ,1620236820,73,78.2186,15.6401,21.2,10.36
Arman',33,RU,1620236820,89,59.7,150.1667,30.42,2.55
Vila Franca do Campo,40,PT,1620236820,88,37.7167,-25.4333,66.2,10.36
Doha,0,QA,1620236820,54,25.2867,51.5333,82.99,4.61
Tankhoy,82,RU,1620236821,88,51.5528,105.1306,27.14,5.59
Guerrero Negro,1,MX,1620236821,51,27.9769,-114.0611,72.34,5.08
Gibsons,99,CA,1620236821,71,49.3997,-123.5027,54.0,1.14
Najrān,40,SA,1620236821,15,17.4924,44.1277,86.0,5.75
Artesia,1,US,1620236782,68,33.8658,-118.0831,77.0,4.61
Yerbogachën,100,RU,1620236822,98,61.2767,108.0108,34.21,6.35
Balkanabat,51,TM,1620236822,58,39.5108,54.3671,69.42,9.01
Jiaojiang,22,CN,1620236822,48,28.6803,121.4428,59.0,2.77
Cherskiy,94,RU,1620236823,88,68.75,161.3,16.61,3.53
Bilibino,100,RU,1620236823,91,68.0546,166.4372,18.01,1.99
Port Hedland,90,AU,1620236823,100,-20.3167,118.5667,73.4,2.3
Oildale,1,US,1620236823,23,35.4197,-119.0195,84.99,3.44
Muyezerskiy,100,RU,1620236824,76,63.9333,31.65,32.52,7.65
Te Anau,30,NZ,1620236824,88,-45.4167,167.7167,42.24,0.29
Divnomorskoye,0,RU,1620236824,82,44.5011,38.1353,52.79,6.49
Cabcaben,20,PH,1620236824,70,14.454,120.5914,84.2,4.61
Binga,14,ZW,1620236825,60,-17.6203,27.3414,67.55,3.31
Batemans Bay,100,AU,1620236825,65,-35.7167,150.1833,66.99,14.43
Caucayá,88,CO,1620236825,63,-0.1934,-74.7819,87.06,1.97
Atar,2,MR,1620236826,10,20.5169,-13.0499,92.52,13.15
Minot,40,US,1620236826,47,48.2325,-101.2963,55.4,10.36
Eyl,7,SO,1620236826,70,7.9803,49.8164,84.6,10.49
Hashtrūd,49,IR,1620236826,63,37.4779,47.0508,55.45,1.77
Ostrovnoy,100,RU,1620236827,88,68.0531,39.5131,30.06,10.92
The Valley,40,AI,1620236827,65,18.217,-63.0578,84.2,18.41
Tianpeng,40,CN,1620236827,94,30.9866,103.9393,60.8,4.47
Saint George,1,US,1620236827,17,37.1041,-113.5841,81.0,0.81
Lagoa,26,PT,1620236828,93,39.05,-27.9833,62.29,16.13
Sisimiut,38,GL,1620236828,79,66.9395,-53.6735,32.86,8.12
Butler,75,US,1620236828,51,39.4501,-84.5666,60.01,14.97
Klaksvík,75,FO,1620236828,70,62.2266,-6.589,39.2,24.16
Lubao,40,PH,1620236829,69,14.9167,120.55,82.4,2.3
High Level,20,CA,1620236829,43,58.5169,-117.136,48.2,3.44
Dali,38,CN,1620236829,86,25.7,100.1833,55.29,5.03
Khromtau,19,KZ,1620236829,54,50.2503,58.4347,49.91,17.31
Dunedin,12,NZ,1620236830,89,-45.8742,170.5036,48.99,1.99
Khani,0,GE,1620236830,87,41.9563,42.9566,53.6,4.61
Qasigiannguit,75,GL,1620236830,86,68.8193,-51.1922,28.4,6.91
Turukhansk,13,RU,1620236830,91,65.8167,87.9833,24.91,3.98
Nikolskoye,90,RU,1620236831,87,59.7035,30.7861,41.0,11.18
Roebourne,9,AU,1620236831,78,-20.7833,117.1333,77.0,3.09
Port Macquarie,90,AU,1620236831,100,-31.4333,152.9167,62.01,9.22
Nioro,29,GM,1620236831,23,13.35,-15.75,95.18,16.37
Yangi Marg`ilon,75,UZ,1620236832,68,40.4272,71.7189,66.2,11.5
Osakarovka,98,KZ,1620236832,34,50.565,72.5692,63.66,7.74
Springbok,13,ZA,1620236832,89,-29.6643,17.8865,50.31,5.59
Anshun,100,CN,1620236832,98,26.25,105.9333,57.2,3.62
Oistins,20,BB,1620236833,54,13.0667,-59.5333,86.0,23.02
Pundaguitan,72,PH,1620236833,78,6.3711,126.1689,82.13,16.87
Chapada dos Guimarães,0,BR,1620236833,26,-15.4606,-55.7497,93.2,6.91
Huarmey,75,PE,1620236833,75,-10.0681,-78.1522,72.9,9.26
Esso,24,RU,1620236834,92,55.9333,158.7,17.46,5.91
Rajaori,4,IN,1620236834,48,33.3833,74.3,69.44,7.92
Vung Tau,100,VN,1620236834,79,10.346,107.0843,84.02,20.18
Haifa,0,IL,1620236835,38,32.8156,34.9892,78.8,3.44
Tura,44,IN,1620236835,84,25.5198,90.2201,70.65,4.36
Phalodi,55,IN,1620236835,17,27.1333,72.3667,91.04,12.84
Waycross,40,US,1620236835,57,31.2136,-82.354,82.4,11.5
Steinbach am Taunus,40,DE,1620236836,61,50.1667,8.5667,48.2,14.97
Henties Bay,2,NA,1620236836,82,-22.116,14.2845,64.99,8.99
Ntoum,20,GA,1620236836,83,0.3833,9.7833,80.6,5.75
Truth or Consequences,1,US,1620236836,17,33.1284,-107.2528,82.0,10.36
East London,40,ZA,1620236837,82,-33.0153,27.9116,64.4,18.41
Nefteyugansk,0,RU,1620236837,87,61.0998,72.6035,50.0,8.95
Mount Gambier,40,AU,1620236837,93,-37.8333,140.7667,41.0,3.44
Huilong,92,CN,1620236838,54,31.8111,121.655,64.99,11.81
Piotrków Trybunalski,100,PL,1620236838,10,51.4055,19.7032,48.0,55.99
Gizo Government Station,92,SB,1620236838,76,-8.103,156.8419,81.91,5.93
Dingle,35,PH,1620236838,88,10.9995,122.6711,78.35,9.33
Sal Rei,75,CV,1620236839,60,16.1833,-22.9167,75.2,20.71
Al Bardīyah,61,LY,1620236839,56,31.7561,25.0865,71.89,8.61
Zimapan,96,MX,1620236839,64,20.75,-99.35,67.59,7.23
Rafrāf,40,TN,1620236839,77,37.1904,10.1837,68.0,6.91
Champasak,85,LA,1620236840,78,14.75,106.0,76.48,2.8
Maricá,20,BR,1620236840,61,-22.9194,-42.8186,87.8,4.61
Mishkino,42,RU,1620236840,61,55.3389,63.9175,58.5,20.83
Eruwa,45,NG,1620236840,65,7.5333,3.4167,81.75,7.09
Bahía Blanca,77,AR,1620236841,21,-38.7196,-62.2724,58.86,11.68
Scarborough,75,GB,1620236787,73,54.2797,-0.4044,46.0,6.67
Dampit,92,ID,1620236841,96,-8.2116,112.7493,72.61,2.53
Miraflores,1,MX,1620236841,40,19.2167,-98.8083,77.0,4.61
Camocim,92,BR,1620236842,75,-2.9022,-40.8411,82.33,4.52
Poum,3,NC,1620236842,75,-20.2333,164.0167,76.64,4.92
Nyrob,95,RU,1620236842,87,60.733,56.7202,41.0,5.28
Ponta Delgada,40,PT,1620236842,88,37.7333,-25.6667,66.2,10.36
Kerema,57,PG,1620236843,89,-7.9631,145.7785,77.92,3.83
Prainha,100,BR,1620236843,83,-1.8,-53.48,78.58,1.59
Verāval,0,IN,1620236843,82,20.9,70.3667,82.92,13.31
Port Blair,61,IN,1620236843,75,11.6667,92.75,84.33,4.09
Namatanai,95,PG,1620236844,83,-3.6667,152.4333,79.99,4.14
Forrest City,75,US,1620236844,59,35.0081,-90.7898,66.99,10.36
Belen,0,TR,1620236844,60,36.4891,36.2233,73.4,18.41
Būndi,11,IN,1620236844,17,25.4417,75.6417,91.33,7.94
Coos Bay,1,US,1620236845,67,43.3665,-124.2179,68.0,4.61
Jining,34,CN,1620236845,45,35.405,116.5814,57.09,8.32
Hay River,94,CA,1620236705,45,60.8156,-115.7999,46.4,5.75
Coaldale,40,CA,1620236705,57,49.7167,-112.6185,55.99,12.66
Zapolyarnyy,75,RU,1620236845,75,69.4154,30.8136,33.8,6.91
Tateyama,100,JP,1620236846,92,34.9833,139.8667,64.0,1.01
Catalina,100,US,1620236846,12,32.5056,-110.9211,87.01,1.99
Cockburn Town,19,TC,1620236846,74,21.4612,-71.1419,79.39,15.39
Alice Springs,100,AU,1620236630,50,-23.7,133.8833,53.6,1.14
Uşak Province,55,TR,1620236676,44,38.5,29.4167,61.48,6.76
Cayenne,75,GF,1620236846,83,4.9333,-52.3333,81.0,5.23
Dubti,94,ET,1620236847,41,11.7361,41.0853,92.07,7.78
Prado,10,BR,1620236847,66,-17.3411,-39.2208,79.93,9.37
Saint Anthony,90,US,1620236847,35,45.0205,-93.218,55.99,6.91
Ljutomer,75,SI,1620236847,93,46.5208,16.1975,50.0,12.66
Madanapalle,37,IN,1620236653,75,13.55,78.5,76.82,11.77
Edd,99,ER,1620236848,61,13.9297,41.6925,86.16,3.2
Tabou,86,CI,1620236848,78,4.423,-7.3528,82.27,11.72
Kathu,40,TH,1620236848,94,7.9178,98.3332,87.01,1.14
Khorramshahr,0,IR,1620236849,29,30.4397,48.1664,87.8,9.22
Coquimbo,0,CL,1620236849,68,-29.9533,-71.3436,66.2,12.66
Puerto del Rosario,40,ES,1620236838,56,28.5004,-13.8627,71.6,23.02
Jinji,99,CN,1620236849,96,23.2281,110.8261,72.01,2.15
Santa Maria da Vitória,37,BR,1620236849,34,-13.3947,-44.1886,88.38,5.14
Awjilah,87,LY,1620236850,11,29.1081,21.2869,97.12,10.47
Yulara,100,AU,1620236850,45,-25.2406,130.9889,62.6,6.91
Labuan,20,MY,1620236850,100,5.2767,115.2417,77.0,17.65
Fort Nelson,40,CA,1620236850,57,58.8053,-122.7002,50.0,3.44
Pangnirtung,40,CA,1620236851,86,66.1451,-65.7125,30.2,8.05
Ko Samui,89,TH,1620236851,72,9.5357,99.9357,85.17,10.8
Grindavik,20,IS,1620236851,52,63.8424,-22.4338,42.8,12.66
La Primavera,86,CO,1620236851,61,5.4906,-70.4092,84.49,4.61
Mossamedes,68,AO,1620236852,84,-15.1961,12.1522,74.91,4.94
Wajima,40,JP,1620236852,92,37.4,136.9,55.42,9.33
Mukhen,100,RU,1620236852,95,48.1,136.1,41.05,4.59
Jāmai,40,IN,1620236852,19,22.2,78.5833,85.37,3.62
Shelburne,98,CA,1620236705,100,44.0787,-80.2041,50.0,15.7
Townsville,8,AU,1620236574,53,-19.25,146.8,73.4,11.5
Gobabis,44,NA,1620236853,30,-22.45,18.9667,67.26,10.18
Vaitape,42,PF,1620236853,75,-16.5167,-151.75,82.53,13.31
Pedersore,0,FI,1620236853,36,63.65,22.6833,41.0,8.05
Riyadh,0,SA,1620236778,15,24.6877,46.7219,95.0,3.44
İmamoğlu,0,TR,1620236854,94,37.2651,35.6572,71.6,6.91
Saint-Lô,0,FR,1620236854,50,49.1162,-1.0903,50.0,14.97
Kinkala,20,CG,1620236854,73,-4.3614,14.7644,78.8,6.91
Pochutla,51,MX,1620236854,56,15.7432,-96.4661,91.99,10.0
Palembang,100,ID,1620236855,94,-2.9167,104.7458,75.94,1.86
Turan,20,VN,1620236855,89,16.0678,108.2208,82.4,1.14
Bend,1,US,1620236701,18,44.0582,-121.3153,69.8,8.05
Linxia Chengguanzhen,2,CN,1620236855,29,35.6003,103.2064,48.49,4.21
Rio Grande,40,BR,1620236664,82,-32.035,-52.0986,60.8,11.5
Tayga,0,RU,1620236855,53,56.06,85.6197,50.0,6.71
Juba,93,SS,1620236856,77,4.8517,31.5825,74.01,4.12
Mikuni,40,JP,1620236856,94,36.2171,136.1519,57.2,4.61
Buin,0,CL,1620236856,48,-33.7333,-70.75,69.01,4.61
Tiarei,20,PF,1620236856,74,-17.5333,-149.3333,80.6,2.3
Genç,8,TR,1620236857,55,38.7507,40.5603,60.15,6.31
Watrous,80,CA,1620236857,20,51.6668,-105.4679,53.6,6.91
Requena,37,ES,1620236857,61,39.4883,-1.1004,73.0,2.15
Beloha,11,MG,1620236857,86,-25.1667,45.05,67.35,5.93
Carauari,24,BR,1620236858,62,-4.8828,-66.8958,87.98,2.37
Orzhytsya,94,UA,1620236858,61,49.7918,32.7012,56.1,13.2
Mayskiy,0,RU,1620236858,38,47.6931,40.1025,57.2,4.47
Olinda,75,BR,1620236858,61,-8.0089,-34.8553,80.6,6.91
Bad Doberan,75,DE,1620236859,93,54.1071,11.9005,44.01,20.71
Oriximiná,100,BR,1620236859,87,-1.7656,-55.8661,75.16,4.54
Inverell,100,AU,1620236859,98,-29.7833,151.1167,53.01,3.4
Xi'an,0,CN,1620236592,77,34.2583,108.9286,59.0,2.24
Ugoofaaru,79,MV,1620236860,68,5.6667,73.0,84.87,3.38
Quzhou,68,CN,1620236860,79,28.9594,118.8686,60.93,4.18
Penzance,40,GB,1620236860,66,50.1186,-5.5371,50.0,16.11
Usinsk,100,RU,1620236860,99,65.9939,57.5281,32.7,4.0
Chanute,1,US,1620236684,34,37.6792,-95.4572,66.99,5.75
Yumen,0,CN,1620236861,8,40.2833,97.2,54.75,4.99
Buchanan,40,LR,1620236861,84,5.8808,-10.0467,84.2,12.66
Longjiang,3,CN,1620236861,57,47.3303,123.1836,45.19,8.1
Mokhsogollokh,100,RU,1620236862,96,61.4681,128.9203,34.56,5.55
Dubai,0,AE,1620236862,62,25.2582,55.3047,86.0,5.75
Korla,0,CN,1620236862,17,41.7597,86.1469,68.65,5.77
Malatya Province,0,TR,1620236862,52,38.5,38.0,64.4,4.61
Mattru,87,SL,1620236863,69,7.6244,-11.8332,84.52,6.24
Dukat,96,RU,1620236863,96,62.55,155.55,19.45,4.18
Río Cuarto,0,AR,1620236863,41,-33.1307,-64.3499,59.0,6.91
La Ronge,4,CA,1620236863,36,55.1001,-105.2842,44.6,6.91
Pishin,78,PK,1620236864,32,30.5803,66.9961,71.26,9.31
Xam Nua,100,LA,1620236864,98,20.4197,104.0439,66.42,2.01
Wamba,44,NG,1620236864,53,8.9333,8.6,84.61,2.46
Sault Ste. Marie,40,CA,1620236864,61,46.5168,-84.3333,46.4,14.97
Hervey Bay,0,AU,1620236865,62,-25.2986,152.8535,57.2,6.91
Rantepao,100,ID,1620236865,98,-2.9701,119.8978,68.31,1.77
Loukhi,100,RU,1620236865,84,66.0764,33.0381,29.62,3.33
Novokizhinginsk,95,RU,1620236865,76,51.6115,109.5917,30.85,11.16
Hamilton,90,US,1620236700,55,39.1834,-84.5333,62.01,10.36
Lunenburg,100,CA,1620236705,76,44.3835,-64.3155,46.0,16.11
Avallon,100,FR,1620236866,50,47.4833,3.9,53.01,12.84
Wrexham,40,GB,1620236866,53,53.0,-3.0,48.2,11.5
Portland,95,US,1620236469,54,45.5234,-122.6762,69.01,1.99
Tambura,96,SS,1620236866,95,5.6,27.4667,69.66,3.33
Buala,98,SB,1620236867,79,-8.145,159.5921,80.55,3.22
Kalianget,100,ID,1620236867,79,-7.05,113.9333,81.79,7.96
West Bay,20,KY,1620236867,66,19.3667,-81.4167,87.8,12.66
Chabahar,88,IR,1620236867,82,25.2919,60.643,82.38,5.46
Madimba,20,TZ,1620236868,78,-10.4,40.3333,75.2,13.8
Boa Vista,75,BR,1620236868,69,2.8197,-60.6733,82.4,8.05
Kutum,64,SD,1620236868,27,14.2,24.6667,83.62,6.6
Baberu,87,IN,1620236869,19,25.55,80.7167,95.27,5.64
Mānāvadar,0,IN,1620236869,68,21.5,70.1333,84.24,10.89
Luganville,6,VU,1620236869,87,-15.5333,167.1667,77.23,0.96
Biritiba-Mirim,20,BR,1620236869,24,-23.5698,-46.0407,82.4,3.44
Aquiraz,75,BR,1620236870,78,-3.9014,-38.3911,80.6,10.36
Lata,6,PT,1620236870,79,40.1629,-8.3327,66.0,11.99
Bolshaya Glushitsa,57,RU,1620236870,61,50.2406,43.5908,48.0,3.71
Calbuco,0,CL,1620236870,66,-41.768,-73.1273,53.6,3.44
Hailey,1,US,1620236871,50,43.5196,-114.3153,55.99,10.36
Kampot,40,KH,1620236871,84,10.6167,104.1833,86.0,5.75
Gostinari,69,RO,1620236871,66,44.1866,26.2252,64.99,2.59
Kakamega,75,KE,1620236872,83,0.2842,34.7523,69.8,3.44
Eltham,19,NZ,1620236872,97,-39.4292,174.3,51.01,1.01
Kawambwa,69,ZM,1620236873,85,-9.7915,29.0791,62.37,3.91
Esfarāyen,40,IR,1620236873,72,37.0765,57.5101,62.6,9.22
Águilas,12,ES,1620236873,58,37.4063,-1.5829,73.0,4.0
Chiang Rai,0,TH,1620236874,73,19.9167,99.9167,77.0,13.8
Province of Brindisi,0,IT,1620236874,59,40.5833,17.6667,66.2,8.05
Troitsko-Pechorsk,96,RU,1620236874,93,62.7084,56.1964,40.23,5.46
Baykit,43,RU,1620236874,96,61.67,96.37,22.91,1.83
Livingston,20,GB,1620236875,70,55.9029,-3.5226,41.0,6.91
Port Moresby,75,PG,1620236875,89,-9.4431,147.1797,78.8,11.5
Karratha,8,AU,1620236875,77,-20.7377,116.8463,77.02,3.31
Viedma,47,AR,1620236875,29,-40.8135,-62.9967,61.95,16.91
Mount Isa,57,AU,1620236581,29,-20.7333,139.5,60.8,10.36
Aloleng,41,PH,1620236876,68,16.1307,119.7824,82.29,6.29
Sibu,40,MY,1620236876,94,2.3,111.8167,73.4,5.75
Erice,20,IT,1620236876,94,38.037,12.5865,64.4,4.61
Lompoc,0,US,1620236877,82,34.6391,-120.4579,64.4,6.91
Ngunguru,11,NZ,1620236877,90,-35.6167,174.5,52.0,5.01
Erenhot,100,CN,1620236877,29,43.6475,111.9767,51.73,34.0
Kem',100,RU,1620236877,78,64.9555,34.5793,31.33,5.21
Naze,100,JP,1620236878,70,28.3667,129.4833,65.08,8.57
Taoudenni,74,ML,1620236878,19,22.6783,-3.9836,94.08,11.99
Biloela,1,AU,1620236878,65,-24.4167,150.5,49.51,3.29
